spring number,spring location,spring name,long,lat,type,well_depth,flow_rate_mean,flow_rate_min,flow_rate_max,temp_mean,temp_min,temp_max,reference,reference_DOI,reference_link,EC,pH,sample_temperature,TDS,TDS_min,TDS_max,Na,Ca,Mg,K,NH4,Cl,F,SO4,HCO3,CO3,NO3,Si,Li,SiO2,reference_hydrochemistry,doi_hydrochemistry,reference_link_hydrochemistry,delta_18O,delta_2H,3H,delta_14C,delta_13C,4He,3He,reference_isotope_data,DOI_isotope_data,reference_link_isotope_data
797,Challes (Savoie),Source Reine du soufre,5.988171864,45.55049926,spring,,,3.5E-06,6.33333E-06,9.5,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,7.51,12,,,,259,71,11.6,2.8,,75,4,40,756,,,,100,7,,,,,,54,,,,,"Amat-Chantoux, R. (1985) Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf
798,Chamonix (Haute-Savoie),Source la Vivifiante,6.878868607,45.92770512,spring,,0.002333333,,,7.5,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,,,,,,,,,,,,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,
799,Cornillon en Trieves (Isere),Source Auvergne,5.715271749,44.82633807,well,17.1,0.00025,,,10.8,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,10.8,,,,,,,,,10.5,,,1202,,,,,,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,
800,Cornillon en Trieves (Isere),Source Amelie,5.714309555,44.82501521,well,13.5,0.000416667,,,10.2,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,6.2,11.5,,,,51.8,434,29.4,2.5,0.5,12.1,,36.5,1531,,0,,,12.1,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,
801,Digne les Bains,,6.24789036,44.08313673,spring,,0.002083333,,,25.2,,,,,http://infoterre.brgm.fr/rapports/88-SGN-690-PAC.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,Evian (Haute Savoie),Source Cachat sud,6.592075679,46.39910857,spring,,0.026666667,,,10.9,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,7.3,,,,,505,78,25,0.9,<0.1,2.7,,10,354,,3,,,13.6,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,-10.9,,20,,,,,"Amat-Chantoux, R. (1985) Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf
803,Evian (Haute Savoie),Source Cachat nord,6.593416438,46.3995989,spring,,0.011916667,,,11,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,7.39,11,,,,6.2,73,22.5,1.1,,2.3,,13.9,331,,2.2,,7,15,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,
804,Evian (Haute Savoie),Source Bonnevie,6.589074993,46.39904082,spring,,0.000396667,,0.000683333,11,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,,,,,,,,,,,,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,
805,Evian (Haute Savoie),Source Guillot,6.589074993,46.39904082,spring,,0.000463333,,0.00085,11.7,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,,,,,,,,,,,,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,
806,Evian (Haute Savoie),Source des Cordeliers,6.593347992,46.39955642,spring,,,0.001316667,0.0019,10.9,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,7.2,11.5,,,,5.3,72.2,24.6,1.2,,2.1,,12.9,339,,,,,12.4,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,
807,Galmier [Saint-] (Loire),source Cherbouquet-Badoit (source Rémy-source Centrale-source Nöel-source Courbière),4.31485992,45.58797307,spring,,0.000578704,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,Garde [la] (Isere),NA,6.048316,45.068865,unknown,,,,,,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,Gervais [Saint-] (Loire),NA,6.706080394,45.89602574,spring,,0.000416667,,,41,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,7.15,39.6,4700,,,28.3,281,28.3,41.6,,952,,1800,264,,,,,48.6,"Sonney, R. and Vuataz, F.-D., 2008, Properties of geothermal fluids in Switzerland: A new interactive database, Geothermics, Vol. 37, P. 496-509",,https://ac.els-cdn.com/S0375650508000412/1-s2.0-S0375650508000412-main.pdf?_tid=8750fde0-7954-46ef-a203-a2f71012ca0f&acdnat=1523882660_0882520c146b0b95e984bc4c719d52d2,,,,,,,,,,
810,Gréoux-les-Bains,NA,5.892652,43.756496,unknown,,,,,42,,,,,http://www.bdsp.ehesp.fr/Base/3428/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,Gua [Le] (Isere),NA,5.621128,45.019138,unknown,,,,,,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,,,,,,,,,,,,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,
812,Hermilllon (Savoie),Source chaude l'Echaillon,6.359454212,45.27989606,spring,,,0.00141,0.00417,40,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,40,,,,1820,316.6,46.2,62,,2873,,850,309,,,,,46,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,8,,,,,"Amat-Chantoux, R. (1985) Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf
813,Lechere [La] (Savoie),Source Radiana I,6.483303131,45.51328189,well,14,,5.83333E-05,0.005,54,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,,,,,,,,,,,,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,
814,Lechere [La] (Savoie),Source Radiana II,6.483714096,45.51346483,well,18.2,0.00022833,,,51,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,0.031,7.1,54,,,,216,535,42,18,1.5,95,,1750,95,,< 1,,,45,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,
815,Lechere [La] (Savoie),Source Radiana III,6.483293052,45.5133183,well,16,0.003,,,51,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,7.1,51,,,,202,498,46,16,0.8,105,2.2,1725,98,,<1,,,40,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,-13.01,-91.4,15,,,,,,,
816,Lechere [La] (Savoie),Source Radiana IV,6.483506906,45.51326532,well,12,0.004666667,,,51,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,7.2,51,,,,198,520,50,20,0.6,85,,1675,134,,<1,,,38,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,21,,,,,"Amat-Chantoux, R. (1985) Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf
817,Lechere [La] (Savoie),Source Radiana V (subsstitution for Radiana I),6.483403332,45.51325115,well,23.95,0.00294,,,49.5,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,7.15,49.5,,,,239,420,45,15,1,100,2.1,1450,116,,<1,,,35,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,"Amat-Chantoux, R. (1985) Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf
818,Lechere [La] (Savoie),Source Radiana VII,6.482142,45.517123,well,,0.00013889,,,40,,,Thiebaud et al. (2010),https://doi.org/10.1016/j.jhydrol.2009.11.041,https://www.sciencedirect.com/science/article/pii/S0022169409007616#tbl1,0.31,7,41.8,,,,201.5,603.8,47.7,14.5,1.4,89,2.4,1775.3,113,,0.6,,0.7,,"Thiébaud, E. et al, 2010, Reconstruction of Groundwater flows and chemical water evolution in an amagmatic hydrothermal system (La Léchère, French Alps), Journal of Hydrology, Vol 381",https://doi.org/10.1016/j.jhydrol.2009.11.041,https://www.sciencedirect.com/science/article/pii/S0022169409007616#tbl1,-12.5,-88,,,,,,"Thiébaud, E. et al (2010) Reconstruction of Groundwater flows and chemical water evolution in an amagmatic hydrothermal system (La Léchère, French Alps), Journal of Hydrology, Vol 381",https://doi.org/10.1016/j.jhydrol.2009.11.041,https://www.sciencedirect.com/science/article/pii/S0022169409007616#tbl1
819,Lechere [La] (Savoie),Natacha,,,well,,0.0125,,,55,,,Thiebaud et al. (2010),https://doi.org/10.1016/j.jhydrol.2009.11.041,https://www.sciencedirect.com/science/article/pii/S0022169409007616#tbl1,0.029,7.1,55.4,,,,257.6,465.6,35.7,17.5,2.6,119.4,3,1573.3,84.4,,0.3,,0.9,,"Thiébaud, E. et al, 2010, Reconstruction of Groundwater flows and chemical water evolution in an amagmatic hydrothermal system (La Léchère, French Alps), Journal of Hydrology, Vol 381",https://doi.org/10.1016/j.jhydrol.2009.11.041,https://www.sciencedirect.com/science/article/pii/S0022169409007616#tbl1,-12.6,-90,,,,,,"Thiébaud, E. et al (2010) Reconstruction of Groundwater flows and chemical water evolution in an amagmatic hydrothermal system (La Léchère, French Alps), Journal of Hydrology, Vol 381",https://doi.org/10.1016/j.jhydrol.2009.11.041,https://www.sciencedirect.com/science/article/pii/S0022169409007616#tbl1
820,Lechere [La] (Savoie),Gl,,,spring,,,0.000139,0.000278,7.7,,,Thiebaud et al. (2010),https://doi.org/10.1016/j.jhydrol.2009.11.041,https://ac.els-cdn.com/S0022169409007616/1-s2.0-S0022169409007616-main.pdf?_tid=bf759f13-6776-4199-a2eb-d64aa5b75894&acdnat=1523275411_5bf786cb930e0028706fe90ae09dd14f,0.026,7.9,7.7,,,,2.5,49.6,2.1,0.6,0.1,1.2,0.1,23.1,120.5,,0.6,,0,,"Thiébaud, E. et al, 2010, Reconstruction of Groundwater flows and chemical water evolution in an amagmatic hydrothermal system (La Léchère, French Alps), Journal of Hydrology, Vol 381",https://doi.org/10.1016/j.jhydrol.2009.11.041,https://www.sciencedirect.com/science/article/pii/S0022169409007616#tbl1,-11.2,-82,,,,,,"Thiébaud, E. et al (2010) Reconstruction of Groundwater flows and chemical water evolution in an amagmatic hydrothermal system (La Léchère, French Alps), Journal of Hydrology, Vol 381",https://doi.org/10.1016/j.jhydrol.2009.11.041,https://www.sciencedirect.com/science/article/pii/S0022169409007616#tbl1
821,Lechere [La] (Savoie),Sl,,,spring,,,0.000139,0.000278,7.4,,,Thiebaud et al. (2010),https://doi.org/10.1016/j.jhydrol.2009.11.041,https://ac.els-cdn.com/S0022169409007616/1-s2.0-S0022169409007616-main.pdf?_tid=bf759f13-6776-4199-a2eb-d64aa5b75894&acdnat=1523275411_5bf786cb930e0028706fe90ae09dd14f,0.0406,7.9,7.4,,,,2.5,68.3,8,1.9,0.3,1.3,0,114.7,98.8,,1.9,,0,,"Thiébaud, E. et al, 2010, Reconstruction of Groundwater flows and chemical water evolution in an amagmatic hydrothermal system (La Léchère, French Alps), Journal of Hydrology, Vol 381",https://doi.org/10.1016/j.jhydrol.2009.11.041,https://www.sciencedirect.com/science/article/pii/S0022169409007616#tbl1,-12,,,,,,,"Thiébaud, E. et al (2010) Reconstruction of Groundwater flows and chemical water evolution in an amagmatic hydrothermal system (La Léchère, French Alps), Journal of Hydrology, Vol 381",https://doi.org/10.1016/j.jhydrol.2009.11.041,https://www.sciencedirect.com/science/article/pii/S0022169409007616#tbl1
822,Lechere [La] (Savoie),PB,,,spring,,,0.001389,0.002778,7.6,,,Thiebaud et al. (2010),https://doi.org/10.1016/j.jhydrol.2009.11.041,https://ac.els-cdn.com/S0022169409007616/1-s2.0-S0022169409007616-main.pdf?_tid=bf759f13-6776-4199-a2eb-d64aa5b75894&acdnat=1523275411_5bf786cb930e0028706fe90ae09dd14f,0.0104,8.1,7.6,,,,1,17.3,1.1,1.3,0.1,0.4,0,4.9,47.6,,2.1,,0,,"Thiébaud, E. et al, 2010, Reconstruction of Groundwater flows and chemical water evolution in an amagmatic hydrothermal system (La Léchère, French Alps), Journal of Hydrology, Vol 381",https://doi.org/10.1016/j.jhydrol.2009.11.041,https://www.sciencedirect.com/science/article/pii/S0022169409007616#tbl1,-12.2,-87,,,,,,"Thiébaud, E. et al (2010) Reconstruction of Groundwater flows and chemical water evolution in an amagmatic hydrothermal system (La Léchère, French Alps), Journal of Hydrology, Vol 381",https://doi.org/10.1016/j.jhydrol.2009.11.041,https://www.sciencedirect.com/science/article/pii/S0022169409007616#tbl1
823,Lechere [La] (Savoie),Av,,,spring,,,0.000278,0.000556,11.3,,,Thiebaud et al. (2010),https://doi.org/10.1016/j.jhydrol.2009.11.041,https://ac.els-cdn.com/S0022169409007616/1-s2.0-S0022169409007616-main.pdf?_tid=bf759f13-6776-4199-a2eb-d64aa5b75894&acdnat=1523275411_5bf786cb930e0028706fe90ae09dd14f,0.0423,8.1,11.3,,,,6.9,72.2,8.4,0.6,0.1,2.4,0.5,45.8,188.3,,3.6,,0,,"Thiébaud, E. et al, 2010, Reconstruction of Groundwater flows and chemical water evolution in an amagmatic hydrothermal system (La Léchère, French Alps), Journal of Hydrology, Vol 381",https://doi.org/10.1016/j.jhydrol.2009.11.041,https://www.sciencedirect.com/science/article/pii/S0022169409007616#tbl1,-12.7,,,,,,,"Thiébaud, E. et al (2010) Reconstruction of Groundwater flows and chemical water evolution in an amagmatic hydrothermal system (La Léchère, French Alps), Journal of Hydrology, Vol 381",https://doi.org/10.1016/j.jhydrol.2009.11.041,https://www.sciencedirect.com/science/article/pii/S0022169409007616#tbl1
824,Montbrun les Bains (Drome),Les Gipieres,5.4556941,44.1746806,well,75,,,,11.8,,,,,http://infoterre.brgm.fr/rapports/RP-53084-FR.pdf,0.216,7.3,11.8,,,,12,600,38,1.2,0.1,6.5,1.3,1410,265.6,,<1,,0.1,,"Courtois, N. and Vigouroux, P., 2004, Ressource en eau thermale de la station de Montbrun-les-Bains, BRGM",,http://infoterre.brgm.fr/rapports/RP-53084-FR.pdf,,,,,,,,"Courtois, N. (2004) Ressource en eau thermale de la station de Montbrun-les-Bains, BRGM",,http://infoterre.brgm.fr/rapports/RP-53084-FR.pdf
825,Montbrun les Bains (Drome),Les Platieres,5.44605686,44.16989906,spring,,,,,11.4,,,,,http://infoterre.brgm.fr/rapports/RP-53084-FR.pdf,0.245,6.88,11.4,,,,14.1,591,39.5,1.5,n/a,10.5,1.3,1406,219.6,,0.1,,0.13,,"Courtois, N. and Vigouroux, P., 2004, Ressource en eau thermale de la station de Montbrun-les-Bains, BRGM",,http://infoterre.brgm.fr/rapports/RP-53084-FR.pdf,-8.3,-60,,,,,,"Courtois, N. (2004) Ressource en eau thermale de la station de Montbrun-les-Bains, BRGM",,http://infoterre.brgm.fr/rapports/RP-53084-FR.pdf
826,Montbrun les Bains (Drome),Les Rochers,5.4555786,44.1748639,spring,,,,,14.6,,,,,http://infoterre.brgm.fr/rapports/RP-53084-FR.pdf,0.273,6.97,14.6,,,,23.2,576,84.3,2.4,n/a,15.7,3.1,1578,164.7,,0,,0.28,,"Courtois, N. and Vigouroux, P., 2004, Ressource en eau thermale de la station de Montbrun-les-Bains, BRGM",,http://infoterre.brgm.fr/rapports/RP-53084-FR.pdf,-8.62,-61.2,,,,,,"Courtois, N. (2004) Ressource en eau thermale de la station de Montbrun-les-Bains, BRGM",,http://infoterre.brgm.fr/rapports/RP-53084-FR.pdf
827,Marlioz (Savoie),NA,6.001059,46.02756,spring,,,,,,,,,,,,,,,600,1050,,,,,,,,,,,,,,,"Josin, J.-Y., Gallino, S., Renard, P., 2013, Can electrical conductivity data from a single pumping test provide information about the location of a neighbouring mixing zone between two aquifers? An example from Aix-les-Bains/Marlioz (Savoie, France), Journal of Hydrology, Vol. 502, P. 68-76",,https://www.sciencedirect.com/science/article/pii/S0022169413005568,,,,,,,,,,
828,Motte [la] les Bains (Isère),NA,5.63828,44.95259221,spring,,1.5706E-05,,,58,,,,,https://books.google.de/books?id=hnMOAAAAQAAJ&dq=la+motte+les+bains&hl=fr&pg=PA164&redir_esc=y#v=onepage&q=la%20motte%20les%20bains&f=false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,Motte [la] les Bains (Isère),NA,,,spring,,0.005,,,61,,,,,https://books.google.de/books?id=hnMOAAAAQAAJ&dq=la+motte+les+bains&hl=fr&pg=PA164&redir_esc=y#v=onepage&q=la%20motte%20les%20bains&f=false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,Motte [la] les Bains (Isère),NA,,,spring,,0.001157407,,,,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,,,,,,,,,,,,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,
831,Monestier de Clermont (Isere),Source Sabina Alexandra,5.628774909,44.91308334,spring,7.5,4.16667E-05,,,13,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,,,,,,,,,,,,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,
832,Montmirail (Vaucluse),La source de Montmirail,5.00687996,44.137049,spring,,,,,25,,,,,https://books.google.fr/books?id=0DESAAAAYAAJ&pg=RA1-PA456&lpg=RA1-PA456&dq=eau+min%C3%A9rale+montmirail&source=web&ots=84ouG5Phhz&sig=aL1Z2XRS89iVz9g3KvP3C2C19wc&hl=fr&sa=X&oi=book_result&resnum=4&ct=result#v=onepage&q=eau%20min%C3%A9rale%20montmirail&f=false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,Salins les thermes (Savoie),Grande Source Chaude,6.52881821,45.47125836,spring,,0.022,,,32,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,6.4,33.3,,,,4300,820,135,62,0.7,6540,,1975,808,,1,,,31.6,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,-13.19,-96.1,26,,-8.8,,,"Amat-Chantoux, R. (1985) Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf
834,Salins les thermes (Savoie),Petite Source Chaude,6.52869257,45.4712901,spring,,0.007466667,,,34,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,6.3,34,,,,5350,850,140,90,0.4,7495,,2350,883,,0.5,,,35.8,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,-13.38,,27,,,,,,,
835,Salins les thermes (Savoie),Source froide,6.52854649,45.47105234,spring,,0.0101,,,,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,,,,,,,,,,,,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,
836,Salins les thermes (Savoie),Source Massiago,6.528151253,45.46584195,spring,,,,,33.7,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,,,,,,,,,,,,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,
837,Terrasse [la] (Isere),,5.930623,45.323803,unknown,,,,,,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,,,,,,,,,,,,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,,,,,,,,
838,Thonon les Bains (Haute Savoie),Forage la versoie,6.469204871,46.35544776,well,42.75,,0.005805,0.0173,8,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,8,,,,3.39,97.3,13,0.5,,7.28,,11.1,330,,1.8,,,7.1,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,,96,,,,,"Amat-Chantoux, R. (1985) Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf
839,Uriage (Isère),Source saline et sulfureuse,5.836152274,45.14215687,well,8,0.004166667,,,27,,,,,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,,6.6,27,,,,3220,471,131,78,,4100,2.5,2600,427,,0,,2.1,28,"Amat-Chantoux, R. 1985, Actualisation des Donnees hydrochmismiques des sources thermo-minerales des Departements de lÍsere, Savoie et Haute-Savoie, BRGM",,http://infoterre.brgm.fr/rapports/85-SGN-047-GEO.pdf,-11.9,-81.9,,,,,,"Blavoux, Dazy and Sarrot-Reynauld (1982) Information about the origin of thermomineral waters and gas by means of environmental isotopes in eatern Azerbaijan, Iran, and southeast France, Journal of Hydrology, Vol 56",https://doi.org/10.1016/0022-1694(82)90054-3,https://ac.els-cdn.com/0022169482900543/1-s2.0-0022169482900543-main.pdf?_tid=785dda0b-9a5e-42cb-9ad3-b911a879251f&acdnat=1524138549_e72a1cd14bfaa748dbbde9258201e357
